ID (int),Titre (str),Auteur (str),Date (int),Format (str),Genre (List(str)),Lectorat (str),Tags (List(str)),Synopsis (str)
3711,Le Roi des Aulnes,Michel Tournier,1970, Roman,"[' Contemporaine', ' Drame']", Adulte,,"Cet avertissement s'adresse à toutes les mères habitant les régions de Gehlenburg, Sensburg, Lötzen et Lyck ! Prenez garde à l'ogre de Kaltenborn ! Il convoite vos enfants. Il parcourt nos régions et vole les enfants. Si vous avez des enfants, pensez toujours à l'Ogre, car lui pense toujours à eux ! Ne les laissez pas s'éloigner seuls. Apprenez-leur à fuir et à se cacher s'ils voient un géant monté sur un cheval bleu, accompagné d'une meute noire. S'il vient à vous, résistez à ses menaces, soyez sourdes à ses promesses. Une seule certitude doit guider votre conduite de mères : si l'Ogre emporte votre enfant, vous ne le reverrez Jamais !Prix Goncourt 1970"
3712,Amour venin,Lesley Glaister,2009, Roman,[' Policier'], Adulte,,"Nina Todd est une jeune femme comme les autres. La trentaine, plutôt jolie, un travail qui lui permet de vivre correctement et un petit ami agréable. Quand elle rencontre le beau Rupert lors d'un séminaire, il ne s'agit pour elle que d'une histoire d'un soir qu'elle oubliera bien vite. Mais Rupert ne l'entend pas du tout de la même façon. Il l'attend à la sortie de son travail, lui offre des fleurs, la fait rire et la séduit. Il la veut pour lui tout seul. A tout prix. Est-ce vraiment de l'amour ou un sentiment plus étrange ? Qui est Rupert ? Et pourquoi Nina se cache t-elle tant ? Dans Amour venin, les vies les plus anonymes cachent les plus terribles secrets.Titre original : Nina Todd has gone (2007)"
3713,"Le Clan des Otori, tome 4 : Le Vol du héron",Lian Hearn,2007, Roman,"[' Fantasy', ' Historique']", Adolescence,,"Seize ans ont passé… Takeo et Kaede font régner sur les Trois Pays la paix et la prospérité. Leur fille aîné, la belle Shigeko, promet d’être une héritière digne d’eux. Mais cette harmonie est en danger. Certains membres de la Tribu n’ont pas renoncé à leur vengeance, des guerriers forts de l’appui de l’empereur convoitent le pouvoir, les étrangers arrivent avec leur religion et leurs armes à feu et le fils caché de Takeo, que la prophétie désigne comme artisan de sa mort, a grandi. Les ressorts de la tragédie sont en place...Titre original : Tales of Otori, book 4: The Harsh Cry of the Heron (2006)"
3714,Le Clan des Otori : Le Fil du destin,Lian Hearn,2008, Roman,"[' Fantasy', ' Historique']", Adolescence,,"Complots, trahisons, vengeances, mais aussi amitiés loyales et amours passionnées.... Shigeru grandit dans l’ atmosphère oppressante du chateau de Hagi, fief du Clan des Otori dont il est l’héritier. Il a l’étoffe d’un chef, un caractère noble et droit, une éducation accomplie qui le portent à régner. Mais il doit faire face aux appétits de conquêtes de son voisin, l’ambitieux Iida, et aux machinations et traîtrises de ses propres oncles. À la sanglante bataille de Yaegahara, son destin semble scellé. Pourtant, préparant dans le secret sa revanche , Shigeru attend son heure - lorsqu’il apprend qu’un jeune garçon vivant dans les montagnes lui ressemble étrangement...Le Fil du destin s’achève ainsi là où commence Le Silence du Rossignol…Titre original : Tales of the Otori, book 0: Heaven's Net is Wide (2007)"
3715,Fugitives,Alice Munro,2006, Roman,[' Contemporaine'], Adulte,,"Elles partent. Fuguent. S'enfuient. S'en vont voir ailleurs. Elles : des femmes comme les autres. Par usure ou par hasard, un beau matin, elles quittent le domicile familial (ou conjugal), sans se retourner. En huit nouvelles, Alice Munro met en scène ces vies bouleversées. Avec légèreté, avec férocité, elle traque les marques laissées sur les visages par le temps, les occasions perdues, les petits arrangements que l'on croyait provisoires."
3716,"Bleu Cauchemar, tome 1",Laurie Faria Stolarz,2009, Roman,[' Fantastique'], Adolescence,,"Ce n'est pas la plus belle fille du lycée. Ni la plus populaire. Pourtant, elle est unique : elle a le don de prémonition. Ca commence avec des rêves. Il y a des lys blancs, la fleur des ténèbres. Quelqu'un la traque dans les bois. Elle ignore qui et ne sait pas comment lui échapper. Puis c'est le matin. La vie de Lucy reprend son cours normal. Et ça recommence. Toutes les nuits. Mais ce n'est que le début. Car elle sait que bientôt, très bientôt ses cauchemars vont devenir réels.Titre original : Blue is for Nightmares, book 1 (2003)"
3717,"Midnighters, tome 3 : Le long jour bleu",Scott Westerfeld,2009, Roman,[' Fantastique'], Adolescence,,"Minuit n'a jamais été banal à Bixby. C'est l'heure où le temps se fige, où les darklings envahissent la ville. Seuls les midnighters peuvent affronter ces créatures terrifiantes. Jusqu'au jour où minuit surgit... en milieu de matinée. Le monde prend alors la couleur fantomatique du temps bleu. Pour les midnighters, quelque chose d'effroyable se prépare. Bientôt ils découvrent que les murs qui séparent l'heure secrète de l'humanité sont en train de se fissurer. Les créatures de l'ombre pourront se repaître de chair fraîche après des siècles d'attente ! La chasse aux humains est ouverte...Titre original : Midnighters, book 3 : Blue moon (2006)"
3718,Contes d'errance Contes d'espérance,Jacques Salomé,2007, Roman,[' Conte'], Adulte,,"'Il est des contes pour rire et pleurer, et d'autres pour entendre au-delà des maux le silence des mots. Des contes pour nous permettre d'apprivoiser la part d'ombre et de secret qui habite nos histoires visibles. Des contes pour entendre l'indicible et nous réconcilier avec notre passé et l'emprise de notre histoire. Leurs mots peuvent être comme des coups qui frappent le tambour de l'imaginaire. Poursuivant le chemin des Contes à guérir, contes à grandir et de Contes à aimer, contes à s'aimer, ces Contes d'errances, contes d'espérance représentent pour moi l'essentiel de mes découvertes et de mes enthousiasmes.'"
3719,"Les Mystères d'Osiris, tome 1 : L'Arbre de vie",Christian Jacq,2003, Roman,"[' Aventure', ' Historique']", Adulte,,"Au coeur du temple d'Abydos, un acacia est en train de mourir...Et à travers lui, toute l'Egypte est menacée. Car ce n'est pas un arbre comme les autres : il a jailli de la tombe du Dieu Osiris, pour annoncer sa renaissance.Le grand pharaon Sésostris 3 engage aussitôt un combat contre l'ennemi invisible qui veut conduire l'Egypte à sa perte. Mais il ignore que dans son cercle le plus proche se cache un traître, un homme qui rêve de pouvoir et d'honneurs, un homme qui va se vendre aux forces occultes...Un jeune apprenti scribe, Iker, devient un acteur bien involontaire de ce mystère. Enlevé par des marins invoquant ""un secret d'Etat, l'adolescent ne sait pas qui tente de le tuer, ni d'ailleurs qui le protège. Hanté par la vision d'une sublime jeune prêtresse, Iker a la sensation d'être guidé ou manipulé, en tout cas d'avancer sur un chemin dont il ne connaît pas le terme.A eux deux, Iker et Sésostris, le faible et le puissant, l'innocent et le sage, parviendront ils à empêcher Osiris de mourir pour la dernière fois?"
3720,Lexi Smart a la mémoire qui flanche,Sophie Kinsella,2009, Roman,[' Romance'], Adulte,[' Chick-lit'],"Lexi Smart est une fille plutôt normale : vingt-cinq ans, un boulot assez assommant, les dents pas très alignées, le cheveu désespérément terne, quelques kilos en trop, un appart minuscule, un fiancé un peu nul et très fauché et trois super copines avec qui elle fait la fête le vendredi soir. Un beau matin, Lexi se réveille dans une chambre d'hôpital avec un sourire parfait, une cascade de boucles blondes, une silhouette de sirène, un beau gosse de mari richissime... et une amnésie partielle due à un accident de voiture : trois ans de sa vie viennent de s'effacer, Lexi ne se souvient de rien. Qui est cette snobinarde qui prétend être sa meilleure amie ? Depuis quand Lexi vit-elle dans un loft luxueux ? Qu'a-t-elle fait à ses collègues pour qu'ils la surnomment le Cobra ? Et qui est ce mystérieux architecte qui la harcèle de messages ? Pour comprendre comment elle est passée de fille toute simple à garce carriériste, Lexi va devoir fouiller cette parenthèse de trois ans. Et ce qu'elle va y découvrir pourrait bien lui donner quelques leçons pour l'avenir...Titre original : Remember me ? (2008)"
3721,"Maximum Ride, tome 1 : Opération Angel",James Patterson,2008, Roman,"[' Jeunesse', ' Fantastique']", Adulte,,"Nom : Maximum RideAge : 14 ansDomicile : pas d'adresse - maison isolée dans les boisParents : inconnusFonction : chef de famille (cinq enfants)Particularité : peut volerObjectif : échapper aux Erasers et à la mortMéthode : tous les coups sont permisBut ultime : retrouver AngelTitre original : Maximum Ride, book 1 : The Angel Experiment (2005)"
3722,Blaze,Richard Bachman et Stephen King,2008, Roman,"[' Drame', ' Fantastique']", Adulte,,"Comme dans la plupart des romans de Stephen King, tout commence presque « normalement ». Une brute épaisse et débile se retrouve sur les routes verglacées du Maine, la police aux fesses et un bébé kidnappé sur les bras. Et puis l’embrouille glisse doucement vers l’horreur et l’effroi…Titre original : Blaze (2007)"
3723,Seul dans le noir,Paul Auster,2009, Roman,[' Contemporaine'], Adulte,,"Seul dans le noir, je tourne et retourne le monde dans ma tête tout en m'efforçant de venir à bout d'une insomnie, une de plus, une nuit blanche de plus dans le grand désert américain.""Titre original : Man in the Dark (2008)"
3724,L'oeil du loup,Daniel Pennac,1984, Roman,[' Aventure'], Enfance,,"Chaque jour, au zoo, le vieux loup voit un petit garçon le fixer de ses deux yeux grands ouverts. Et ça, le loup ne le supporte pas : il est borgne et ne sait pas quel œil regarder. Mais l'enfant le comprend et ferme un œil. Le voyage peut commencer : dans l'œil du loup, l'enfant va découvrir le Grand Nord et, dans l'œil de l'enfant, le loup verra défiler la vie dans le désert africain."
3725,Le planétarium,Nathalie Sarraute,1970, Roman,[' Contemporaine'], Adulte,,"Extrait :""...exactement ce qu'il fallait... le rideau en velours vert et le mur d'un or comme celui de la meule, mais plus étouffé, tirant un peu sur le beige... maintenant cet éclat, ce chatoiement, cette luminosité, cette exquise fraîcheur, c'est de là qu'ils viennent aussi, de cette meule et de ce champ, elle a réussi à leur dérober cela, à le capter, plantée là devant eux sur la route à les regarder, et elle l'a rapporté ici, dans son petit nid, c'est à elle maintenant, cela lui appartient, elle s'y caresse, s'y blottit... Elle est faite ainsi, elle le sait, qu'elle ne peut regarder avec attention, avec amour que ce qu'elle pourrait s'approprier, que ce qu'elle pourrait posséder... """
3726,Le Mystère Giotto,Iain Pears,2003, Roman,[' Policier'], Adulte,,"Depuis plus de trente ans, d'inestimables tableaux Renaissance disparaissent, à la barbe des autorités italiennes. Le général Bottando, responsable de la protection du patrimoine, soupçonne un seul et même homme, qu'il a surnommé Giotto, d'être l'auteur de ces vols. Mais il manque cruellement d'indices... Grâce aux révélations d'une vieille dame qui prétend avoir été la maîtresse du voleur, Flavia, l'assistante de Bottando, localise enfin un éventuel coupable et se lance sur ses traces. Destination : l'Angleterre, plus précisément un petit village du Norfolk où chantage, menaces et assassinats semblent monnaie courante. Flavia n'aura pas trop de l'aide de son fiancé Jonathan pour mener cette enquête, riche en rebondissements et en cadavres...Titre original : Giotto's Hand (1995)"
3727,L'Ensorcelée,Jules Barbey d'Aurevilly,1966, Roman,[' Classique'], Adulte,,"Les lendemains de la Chouannerie. Dans une atmosphère de campagne barbare où interviennent des pâtres jeteurs de sorts et des vieilles femmes hantées par le souvenir de leurs débauches, Jeanne Le Hardouey, une aristocrate claudélienne mésalliée d'âme et de corps à un acquéreur de biens nationaux, est ""ensorcelée"" par un prêtre, l'abbé de La Croix-Jugan qui a tenté de se suicider par désespoir de la cause perdue et dont le visage monstrueux porte la trace des tortures que lui ont fait subir les Bleus.""J'ai tâché, disait Barbey, de faire du Shakespeare dans un fossé du Contentin.""On trouvera Jeanne noyée dans un lavoir et Jéhoël de La Croix-Jugan sera tué d'une balle inconnue au moment où, relevé d'interdit, il célèbre sa première messe dans l'église de Blanchelande. Au lecteur de découvrir le meurtrier."
3728,Le grand Santini,Pat Conroy,2008, Roman,[' Contemporaine'], Adulte,,"Au cœur des années 1960, le jeune Ben étouffe à Ravenel, petite ville de garnison de Caroline du Sud où règnent racisme, violence et sexisme. Dans un an, l'université le délivrera de cet enfer et de la tyrannie de son père, le terrible colonel Bull Meechan. C'est lui, le "" Grand Santini "", pilote de chasse et héros de guerre qui rêve d'un fils à son image et traite sa famille comme il commande ses hommes. Mais peut-on élever ses enfants comme une section de Marines? Comme tous les Meechan, Ben se révolte contre les humiliations et le cynisme de cet énergumène. Mais il est trop intelligent et trop sensible pour ne pas deviner, derrière la cuirasse d'autorité, l'impuissance d'un père à exprimer sa tendresse et son amour...Titre original : The Great Santini (2008)"
3729,Terreur,Dan Simmons,2008, Roman,"[' Horreur', ' Fantastique']", Adulte,,"1845, Vétéran de l'exploration polaire, Sir John Franklin se déclare certain de percer le mystère du passage du Nord-Ouest. Mais l'équipée, mal préparée, tourne court; le Grand Nord referme ses glaces sur Erebus et Terror, les deux navires de la Marine royale anglaise commandés par Sir John. Tenaillés par le froid et la faim, les cent vingt-neuf hommes de l'expédition se retrouvent pris au piège des ténèbres arctiques. L'équipage est, en outre, en butte aux assauts d'une sorte d'ours polaire à l'aspect prodigieux, qui transforme la vie à bord en cauchemar éveillé. Quel lien unit cette ""chose des glaces"" à Lady Silence, jeune Inuit à la langue coupée et passagère clandestine du Terror? Serait-il possible que l'étrange créature ait une influence sur les épouvantables conditions climatiques rencontrées par l'expédition? Le capitaine Crozier, promu commandant en chef dans des circonstances tragiques, parviendra-t-il à réprimer la mutinerie qui couve?Titre original : The Terror (2007)"
3730,Hippias majeur, Platon,2001, Roman,[' Philosophie'], Adulte,,"Hippias majeur - du nom de son principal protagoniste, le célèbre sophiste Hippias - est un texte aporétique. Une ""aporie"" est une voix sans issue. Cela signifie que la discussion, qui porte ici sur le beau, ne débouche pas sur une réponse susceptible de clore un débat. Car ""les belles choses sont difficiles"", et tel est le cas, au premier chef, des questions d'ordre esthétique. Mais ce constat, qui clôt l'ouvrage, vaut aussi pour la vérité et pour la philosophie dans son ensemble."
3731,Bérénice,Jean Racine,1971, Théâtre,[' Classique'], Adulte,,"Bérénice est une tragédie où il n'y a pas de sang. Elle paraît pourtant d'autant plus douloureuse. Se séparer est pire ici que mourir. C'est le sort des trois personnages de la pièce : Bérénice, reine qui aime l'empereur Titus et qui devait l'épouser, Antiochus, qui voue un amour sans espoir à Bérénice. Il s'agit seulement de prononcer un mot, si dur, si tendre : adieu."
3732,"Le journal intime de Georgia Nicolson, tome 04 : À plus, Choupi-Trognon ...",Louise Rennison,2003, Roman,"[' Humour', ' Contemporaine']", Adolescence,,"Pas facile décidément d'entrevoir Super-Canon ! Quand l'être aimé disparaît pour cause de tournée au Pays-du-Poireau-et-Soupe-de ou autres répètes, c'est au tour de Georgia d'être collée de ""tout schuss sur le disco"". Heureusement que s'annoncent vers l'horizon de très réjouissantes compensations ! Un week-end au gai Paris sous la houlette de Sublime-Henri ou un projet (secret) de déplacement au Pays-du-Hamburger-en-Folie. Un bilan positif si Georgia ne découvrait bientôt chez Super-Canon des signes d'intérêt alarmants pour la préservation de la planète. De quoi se faire du souci pour l'avenir ...Titre original : Dancing in My Nuddy-Pants: Even Further Confessions of Georgia Nicolson (2003)"
3733,"Le journal intime de Georgia Nicolson, tome 07 : Retour à la case égouttoir de l'amour",Louise Rennison,2007, Roman,"[' Humour', ' Contemporaine']", Adolescence,,"Mais quelle idée d'avoir demandé à Massimo d'occuper le poste convoité de ""copain officiel"" de Georgia ! L'attente est insupportable et met les nerfs de la belle à rude épreuve. Et quand la réponse tant espérée arrive enfin, le monde s'écroule autour de Georgia. Comment survivre à la rebuffade du beau Transalpin ? Georgia, reine de la stratégie amoureuse, envisage aussitôt un moyen de récupérer Scooterino en mettant Dave la Marrade à contribution. Mais l'expert en poilade semble bien occupé par la belle Emma. Et où est passée cette foule de garçons qui se pressait aux pieds de Georgia ? Alors que le désespoir est à son comble, deux lueurs d'espoir se profilent à l'horizon ...Titre original : ...Startled by His Furry Shorts (2007)"
3734,"Le journal intime de Georgia Nicolson, tome 08 : Un gus vaut mieux que deux tu l'auras",Louise Rennison,2007, Roman,"[' Humour', ' Contemporaine']", Adolescence,,"Patatras ! Au moment tant espéré où Scooterino offre enfin son cœur à Georgia, Robbie débarque sans coup férir ! N'en jetez plus, la cour est pleine ! Deux gus de compagnie pour le prix d'un, c'est beaucoup pour une seule fille, fût-elle Georgia. Voici notre héroïne en proie à un dilemme auquel elle n'était pas préparée. Au terme d'une réflexion douloureuse, perturbée par la très redoutée perspective d'un départ en classe verte, jettera-t-elle son dévolu sur le bel Italien ou renverra-t-elle Robbie à ses wombats ? Au milieu des criquets et des blaireaux qu'elle déteste cordialement, une silhouette familière apparaît un soir derrière la toile de tente que Georgia partage avec le Top Gang ...Titre original : Luuuuurve is a many trousered thing ... (2007)"
3735,"Le journal intime de Georgia Nicolson, tome 09 : Le coup passa si près que le félidé fit un écart",Louise Rennison,2008, Roman,"[' Humour', ' Contemporaine']", Adolescence,,"Le bonheur aura été de courte durée ! Certes, Georgia est la fiancée officielle de Scooterino, mais déjà les nuages s'amoncellent au-dessus de sa tête. Le beau Transalpin est parti en villégiature au Pays-de-la-mozzarella-et-tomates-à-la et l'autorité parentale lui refuse le droit de le rejoindre.Sans compter que le torchon brûle entre Mutti et Vati Mais s'il n'y avait qu'eux ! Rien ne va plus entre Jas et son Craquos et Angus, chat invincible et pivot central dans la vie de Georgia, est donné pour mort par la science, victime d'un accident de la circulation !Titre original : Stop in the name of pants ! (2008)"
3736,Les vies secrètes de Marilyn Monroe,Anthony Summers,1986, Roman,[' Histoire vraie'], Adulte,[' Biographie'],"Le parcours de la star hollywoodienne, ses débuts d'actrice jusqu'à ce qu'elle soit consacrée, ses amours, ses problèmes et ses relations avec la famille Kennedy.Titre original : Goddes - The secret lives of Marilyn Monroe (1986)"
3737,Les disparus du royaume de Faërie,Chris Wooding,2005, Roman,"[' Fantastique', ' Aventure']", Adulte,,"Fille étrange et solitaire, Poison vit dans une contrée de marécages grouillants de bêtes et de maladies.Mais un jour, sa sœur est brutalement enlevée par une créature du Royaume de Faërie et Poison part à sa recherche. Dans sa quête éperdue, elle découvre le monde des Royaumes parallèles peuplés de créatures extraordinaires et rencontre le maître des destinées. Elle est loin d'imaginer ce que lui réserve l'avenir...Titre original : Poison (2003)"
3738,Northanger Abbey / L'abbaye de Northanger / Catherine Morland,Jane Austen,1824, Roman,[' Classique'], Adulte,,"Une jeune provinciale de bonne famille est envoyée à Bath, prendre les eaux, pour faire son apprentissage du monde et des intermittences du coeur. L'héroïne se retrouve égarée au milieu de conjonctures qui la rabaissent aux yeux du lecteur. En toute occasion, elle se comporte en référence à son livre de chevet, 'Les mystères d'Udolphe' de Mrs Radcliffe.Titre original : Northanger Abbey (1818)"
3739,En attendant Godot,Samuel Beckett,1952, Théâtre,[' Classique'], Adulte,,"Farce métaphysique, 'En attendant Godot' tend vers le non-sens de l'attente d'une quelconque révélation. L'homme est seul, irrémédiablement, et c'est dans la démarche dramaturgique que Beckett cherche à donner un sens à l'existence."
3740,Fractures,Franck Thilliez,2009, Roman,[' Thriller'], Adulte,,"Alice Dehaene se recueille sur la tombe de sa sœur jumelle, Dorothée, décédée dix ans auparavant. Une question la taraude : à quoi rime cette photo de Dorothée, prise il y a à peine six mois, qu’elle a récupérée des mains d’un immigré clandestin ?Alice sait que quelque chose ne tourne pas rond dans sa tête. Son psychiatre à l’hôpital de Lille, Luc Graham, doit lui révéler le résultat d’un an de psychothérapie, lui apporter cette lumière qu’elle recherche depuis si longtemps. Mais les événements étranges qui se multiplient autour de la jeune femme vont l’en empêcher : son père, agressé chez lui à l’arme blanche, et qui prétend avoir tenté de se suicider ; ce chemisier ensanglanté qu’elle découvre dans sa douche, à propos duquel elle n’a pas le moindre souvenir ; et cet homme retrouvé nu à un abri de bus et qui semble avoir vu le diable en personne.Grâce à l’intervention de Julie Roqueval, assistante sociale en psychiatrie, Luc Graham, d’abord dubitatif, se décide enfin à mener l’enquête. Un aller simple vers la folie…"
3741,Marelle,Julio Cortázar,1979, Roman,[' Contemporaine'], Adulte,,"Horacio Oliveira est un nihiliste qui rejette la rationalité du monde et dont les maîtres mots sont hasard, rêve, fantaisie... L'épopée de cet exilé argentin débute à Paris où il vit un amour total avec une femme nommée la Maga ; elle se poursuit à Buenos Aires à la recherche de cette dernière. Et sa vie prend bientôt un cours étrange quand il se persuade de deux phénomènes extraordinaires : la réincarnation de sa maîtresse dans une autre femme et la découverte, dans le mari de celle-ci, de son propre double...Avec ce roman puzzle qui offre la possibilité d'une lecture linéaire ou ""butineuse"", Julio Cortazar invente le roman interactif. Faisant preuve d'un talent novateur dans la construction du récit, multipliant les perspectives narratives et chamboulant la chronologie, l'auteur argentin fait acte de création, offrant au roman une nouvelle dimension. Marelle constitue sans aucun doute son oeuvre maîtresse et est considéré comme l'un des ouvrages les plus importants de la littérature hispano-américaine moderneTitre original : Rayuela (1979)"
3742,La forêt des ombres,Franck Thilliez,2006, Roman,[' Thriller'], Adulte,,"Paris, hiver 2006. Arthur Doffre, milliardaire énigmatique, est sur le point de réaliser un rêve vieux de vingt-cinq ans : ressusciter un tueur en série, le Bourreau 125, dans un livre. Un thriller que David Miller, embaumeur de profession et auteur d'un premier roman remarqué, a un mois pour écrire contre une forte somme d'argent. Reclus dans un chalet en pleine Forêt-Noire, accompagné de sa femme et de sa fille, de Doffre et de sa jeune compagne, David se met aussitôt au travail. Mais il est des fantômes que l'on ne doit pas rappeler, et la psychose saisit un à un tous les occupants de la ténébreuse demeure cernée par la neige..."
3743,Sur ma peau,Gillian Flynn,2007, Roman,[' Thriller'], Adulte,,"La ville de Wind Gap dans le Missouri est sous le choc : une petite fille a disparu. Déjà, l'été dernier, une enfant avait été sauvagement assassinée... Une jeune journaliste, Camille Preak, se rend sur place pour couvrir l'affaire. Elle-même a grandi à Wind Gap. Mais pour Camille, retourner à Wind Gap, c'est réveiller de douloureux souvenirs. A l'adolescence, incapable de supporter la folie de sa mère, Camille a gravé sur sa peau les souffrances qu'elle n'a pu exprimer. Son corps n'est qu'un entrelacs de cicatrices... On retrouve bientôt le cadavre de la fillette. Très vite, Camille comprend qu'elle doit puiser en elle la force d'affronter la tragédie de son enfance si elle veut découvrir la vérité...Titre original : Sharp objects (2006)"
3744,La mort dans les bois / Ecorces de sang,Tana French,2007, Roman,[' Thriller'], Adulte,,"Un soir d'été, alors que tous leurs camarades ont déjà regagné leurs maisons pour le dîner, trois enfants ne ressortent pas des bois sombres et silencieux où ils ont passé l'après-midi. La police finit par retrouver un seul garçon, indemne mais terrorisé, agrippé à un tronc d'arbre, les chaussures emplies de sang. Il ne se rappelle rien. On ne retrouvera jamais ses deux amis. Vingt ans plus tard, Rob, l'unique rescapé devenu inspecteur de police, se garde bien de dévoiler son passé, même à son entourage le plus proche. Mais une fillette est assassinée, comme offerte en sacrifice sur un autel celtique, dans ces bois de la banlieue de Dublin qu'il traversait après l'école. Tandis qu'il se précipite sur les lieux pour essayer de résoudre ce crime atroce, il est assailli par des lambeaux de souvenirs qui le hantent encore. Un thriller psychologique remarquablement abouti, qui explore la noirceur tapie sous les vies ordinaires.Titre original : In the woods (2007)"
3745,Femmes de sable et de myrrhe,Hanan El-Cheikh,1992, Roman,[' Contemporaine'], Adulte,,"Nour et Tamar sont nées dans cette ville du désert brusquement livrée par la manne pétrolière à l'opulence et la richesse : l'une semble condamnée par sa richesse et son oisiveté à jouer de son charme et de sa position sociale, l'autre livre une âpre lutte contre les préjugés de sa famille pour imposer ses choix de vies.rnMais des ""étrangères"" se trouvent également confrontées aux réalités du désert : Soha, la Libanaise qui découvre avec une sorte de stupeur un univers si différent de son pays, et Susan, l'Américaine, qui déjoue son ennui de femme au foyer en exploitant la misère sexuelle de la société locale ...rnLoin de l'imagerie orientaliste et du harem, Hanen El-Cheikh donne de ces quatres destins de femmes entrecroisés une image inattendue, souvent cruelle, qui confère à ce roman son pouvoir de fascination.Titre original : Musk al-ghazal (1992)"
3746,Mathématique du crime,Guillermo Martinez,2005, Roman,[' Policier'], Adulte,,"Dans la sereine et studieuse Oxford, alors qu'enfle la rumeur de la résolution imminente du plus ardu problème des mathématiques, le théorème de Fermat, un tueur en série adresse à l'éminent logicien Arthur Seldom de mystérieux messages - fragments d'une démonstration écrite en lettres de sang... Aidé du narrateur, un jeune étudiant à peine débarqué de son Argentine natale, Seldom saura-t-il trouver la clé de l'énigme ?Titre original : Crimenes Imperceptibles / Los crímenes de Oxford (2005)"
3747,Poste restante à Beyrouth ,Hanan El-Cheikh,1992, Roman,[' Contemporaine'], Adulte,,"Dans un Liban lacéré par les suites d'un conflit interminable, une jeune femme entame une correspondance fictive avec des destinataires réels ou imaginaires... A travers ses lettres à son amie Hayat, expatriée et nostalgique, à sa grand-mère restée dans son village, aux hommes qu'elle a aimés -le combattant palestinien, l'écrivain exilé, à son pays ou à la guerre et ses victimes, l'héroïne compose peu à peu, à la manière de Billie Holiday -l'une de ses correspondantes - un blues doux-amer où la nostalgie d'un Sud Liban désormais gangrené par la drogue et la guerre entrelace son motif à celui d'une célébration passionnée de Beyrouth, naguère capitale de tous les possibles. Douloureux, violent, sensuel, ce nouveau roman d'Hanan el-Cheikh confirme la place qu'occupe dans la littérature arabe contemporaine cette voix féminine du Liban.Titre original : Barîd Bayroût (1992)"
3748,Londres mon amour,Hanan El-Cheikh,2001, Nouvelle(s),[' Contemporaine'], Adulte,,"Un avion en provenance de Dubaï, dans les Emirats arabes unis, s'approche de l'aéroport de Heathrow.rnA son bord se trouvent Lamis, une jeune et belle Irakienne qui vient de divorcer, Amira, une prostituée marocaine qui se fait passer pour une princesse du Golfe, Samir, un travesti libanais qui cache un petit singe dans son bagage à main, et Nicholas, un expert en antiquités orientales qui travaille pour Sotheby's. Dans un roman à la fois drôle, tendre et sensuel, Hanan El-Cheikh nous conte les aventures parallèles ou croisées de ces quatre personnages, avec pour toile de fond le paysage cosmopolite de Londres où se côtoient réfugiés politiques et hommes d'affaires, intellectuels désabusés et travailleurs mal intégrés, idéalistes et imposteurs.rnQu'arrive-t-il lorsqu'une fausse princesse rencontre un vrai prince ? Lorsqu'un homosexuel qui rêve de beaux garçons blonds se voit harcelé par sa femme et ses enfants ? Qu'arrive-t-il, surtout, lorsqu'une Orientale obnubilée par l'Occident tombe amoureuse d'un Occidental que fascine l'Orient ?Titre original : Innabâ London yâ 'azîzî (2001)"
3749,Villa Vortex,Maurice G. Dantec,2003, Roman,"[' Policier', ' Science-Fiction']", Adulte,,"""Maintenant, je suis en mode cyborg de combat amplification de lumière par connexion directe avec mon système nerveux central. Methedrine Starship. Artifices de la neurochimie en sautoir, le monde est d'une pureté inhumaine [...]Je sais que quelque chose veut prendre forme en moi, et je peine encore à l'écrire. Je sais que les plages du D-Day renvoient directement à la haute colonne atomique qui par deux fois s'est élevée au-dessus de la planète des singes doués de parole. Je devine que ma vie semble comme au milieu de son évolution, je pressens que quelque chose m'indique le point de destruction initial qui me permettra de mieux voir le monde.""Venez, venez si vous l'osez, visiter les quatre mondes de la Villa Vortex."
3750,"La porte du chaos, tome 1 : L'imposteur",Louise Cooper,2008, Roman,[' Fantasy'], Adulte,,"Soixante ans ont passé depuis la trilogie du Maître du Temps... Les forces de l'Ordre et du Chaos sont en paix, et Keridil Toln, Haut Initié du Cercle, pensait achever sa longue vie dans la sérénité. Pourtant, au moment de rendre son dernier souffle, il émet une sinistre prédiction : les créatures du Chaos vont tenter à nouveau de rompre l'équilibre et de s'emparer de notre réalité.Peut-on croire aux ultimes paroles d'un vieillard mourant ? Après tout, les dieux n'interfèrent plus dans la vie des hommes et leurs conflits dévastateurs ne sont plus qu'un mauvais souvenir...Seule Karuth, la sœur du Haut Initié qui succède à Toln, saisit la nature du danger, mais sera-t-elle entendue ? Alors que les présages se succèdent, les plan des forces occultes progressent rapidement, incarnés par une jeune fille formée aux arts maléfiques, dont le père inconnu n'est pas de ce monde...Titre original : The Chaos Gate Trilogy, book 1: The Deceiver (1990)"
